user_id,subscription_type,user_journey
465848,Annual,Career tracks-Sign up-Career tracks-Pricing-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Career track certificate-Pricing-Career tracks-Courses-Career tracks-Sign up-Log in-Pricing-Log in-Checkout
465867,Monthly,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Resources center-Upcoming courses-Resources center-Other-Success stories-Pricing-Sign up-Pricing-Sign up-Checkout
465874,Annual,Coupon
465998,Annual,Sign up-Log in-Homepage-Log in-Checkout
466030,Annual,Courses-Course certificate-Courses-Homepage-Sign up-Coupon-Checkout-Coupon
466043,Annual,Homepage-Sign up-Pricing-Resources center-Course certificate-Homepage-Upcoming courses-Homepage-Career tracks-Courses-Career tracks-Courses-Homepage-Career tracks-Homepage-Career tracks-Sign up-Homepage-Courses-Homepage-Resources center-Homepage-Career tracks-Courses-Homepage-Career tracks-Courses-Career tracks-Homepage-Pricing-Checkout-Homepage-Sign up-Checkout-Homepage-Other-Success stories-Career tracks-Resources center-Homepage-Blog-Other-Career track certificate-Resources center-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Log in-Sign up-Homepage-Courses-Career tracks-Homepage-Log in-Homepage-Sign up-Career tracks-Log in-Checkout
466071,Monthly,Homepage-Sign up-Log in-Checkout
466109,Annual,Other-Sign up-Log in-Coupon
466111,Monthly,Homepage-Sign up-Checkout
466117,Monthly,Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Career tracks-Pricing-Checkout
466119,Annual,Homepage-Career tracks-Sign up-Career tracks-Courses-Career track certificate-Career tracks-Courses-Log in-Coupon-Other-Coupon
466154,Annual,Homepage-Sign up-Homepage-Resources center-Other-Log in-Checkout
466168,Annual,Coupon
466193,Annual,Coupon
466212,Annual,Coupon
466215,Monthly,Homepage-Sign up-Checkout
466220,Monthly,Homepage-Pricing-Checkout-Homepage-Log in-Sign up-Checkout-Coupon-Checkout-Homepage-Log in-Checkout-Coupon
466225,Annual,Sign up-Resources center-Coupon
466226,Annual,Coupon-Homepage-Log in-Coupon-Homepage-Log in-Checkout
466229,Annual,Pricing-Checkout
466232,Annual,Log in-Other-Log in-Other-Sign up-Log in-Other-Log in-Other-Log in-Sign up-Other-Log in-Other-Log in-Other-Log in-Other-Log in-Homepage-Log in-Checkout-Log in
466233,Annual,Coupon
466237,Annual,Homepage-Pricing-Homepage-Pricing-Other-Pricing-Checkout
466244,Annual,Coupon-Other-Success stories
466257,Annual,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Upcoming courses-Courses-Career tracks-Sign up-Career tracks-Courses-Sign up
466258,Annual,Other-Log in-Checkout
466266,Annual,Coupon-Checkout
466268,Annual,Coupon-Homepage-Course certificate-Courses-Coupon
466273,Annual,Pricing-Courses-Coupon
466277,Annual,Coupon-Pricing-Checkout-Coupon
466282,Annual,Coupon
466309,Annual,Homepage-Course certificate-Coupon
466333,Annual,Homepage-Pricing-Checkout-Pricing-Career track certificate-Resources center-Other-Resources center-Other-Resources center-Career tracks-Pricing-Homepage-Pricing-Checkout-Pricing-Other-Upcoming courses-Homepage-Sign up-Homepage-Resources center-Homepage-Log in-Homepage-Pricing-Career tracks-Courses-Homepage-Pricing-Checkout-Homepage-Log in-Checkout
466348,Annual,Coupon
466373,Annual,Coupon
466381,Annual,Homepage-Career tracks-Pricing-Checkout-Pricing-Career track certificate-Other-Pricing-Coupon-Resources center-Other-Resources center-Other-Success stories-Homepage-Career track certificate-Success stories-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Coupon-Homepage-Log in-Coupon-Homepage-Log in-Other-Log in-Homepage-Log in-Coupon
466385,Annual,Other-Log in-Checkout
466388,Annual,Coupon
466391,Annual,Courses-Pricing-Sign up-Log in-Homepage-Log in-Checkout
466393,Annual,Coupon
466394,Annual,Homepage-Courses-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Pricing-Coupon-Homepage-Pricing-Homepage-Pricing-Coupon
466399,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
466405,Annual,Homepage-Pricing-Career tracks-Sign up-Checkout
466416,Annual,Homepage-Sign up-Checkout
466418,Annual,Coupon
466427,Annual,Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Courses-Other-Homepage-Other-Pricing-Courses-Resources center-Homepage-Other-Pricing-Checkout-Coupon
466431,Annual,Homepage-Career track certificate-Homepage-Courses-Coupon
466444,Annual,Homepage-Sign up-Log in-Resources center-Other-Resources center-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
466453,Annual,Homepage-Courses-Career tracks-Coupon-Instructors
466454,Annual,Courses-Career track certificate-Sign up-Career track certificate-Career tracks-Log in-Homepage-Career track certificate-Career tracks-Pricing-Homepage-Career track certificate-Homepage-Career track certificate-Homepage-Log in-Homepage-Log in-Checkout-Log in-Coupon
466456,Annual,Homepage-Courses-Career tracks-Upcoming courses-Courses-Sign up-Checkout
466464,Annual,Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Pricing-Career track certificate-Homepage-Sign up-Coupon
466468,Annual,Homepage-Courses-Sign up-Courses-Homepage-Career track certificate-Sign up-Coupon
466492,Annual,Coupon-Pricing-Checkout-Homepage-Log in-Checkout
466496,Annual,Coupon
466499,Annual,Homepage-Career tracks-Sign up-Homepage-Career tracks-Homepage-Career tracks-Coupon
466502,Annual,Coupon
466505,Annual,Homepage-Pricing-Homepage-Career tracks-Coupon
466507,Annual,Homepage-Courses-Career tracks-Upcoming courses-Courses-Career track certificate-Resources center-Pricing-Homepage-Coupon
466508,Annual,Coupon
466514,Annual,Coupon
466515,Annual,Other-Pricing-Courses-Upcoming courses-Resources center-Instructors-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
466516,Annual,Log in-Sign up-Log in-Other-Log in-Other-About us-Other-Log in-Homepage-Log in-Coupon
466517,Annual,Coupon
466525,Annual,Coupon
466527,Annual,Homepage-Pricing-Career track certificate-Course certificate-Resources center-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Coupon
466529,Annual,Coupon
466537,Annual,Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Sign up-Homepage-Pricing-Homepage-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Upcoming courses-Coupon
466544,Annual,Coupon
466560,Monthly,Sign up-Log in-Checkout
466577,Monthly,Coupon-Homepage-Sign up-Checkout
466591,Quarterly,Homepage-Career track certificate-Courses-Pricing-Sign up-Homepage-Pricing-Homepage-Pricing-Homepage-Other-Pricing-Homepage-Courses-Other-Log in-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Resources center-Sign up-Checkout-Other-About us-Other-Homepage-Career track certificate-Homepage-Resources center-Courses-Career tracks-Course certificate-Career tracks-Checkout
466593,Annual,Coupon
466596,Annual,Homepage-Career tracks-Pricing-Checkout
466600,Annual,Homepage-Courses-Coupon
466603,Annual,Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Resources center-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
466606,Annual,Homepage-Pricing-Checkout
466614,Annual,Homepage-Career tracks-Homepage-Resources center-Coupon-Checkout
466616,Annual,Homepage-Sign up-Homepage-Sign up-Checkout
466619,Annual,Homepage-Career track certificate-Coupon
466620,Annual,Homepage-Log in-Coupon
466622,Annual,Coupon
466643,Annual,Career tracks-Homepage-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Pricing-Career track certificate-Courses-Career tracks-Courses-Career tracks-Courses-Course certificate-Upcoming courses-Career tracks-Courses-Homepage-Sign up-Checkout-Log in-Checkout
466653,Annual,Coupon
466654,Annual,Homepage-Sign up-Other-Coupon
466669,Monthly,Courses-Sign up-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Homepage-Sign up-Log in-Checkout
466671,Annual,Homepage-Sign up-Checkout
466682,Annual,Coupon
466688,Annual,Homepage-Courses-Career tracks-Sign up-Career tracks-Pricing-Checkout-Coupon
466707,Annual,Coupon
466717,Annual,Coupon
466719,Annual,Coupon
466733,Annual,Homepage-Pricing-Resources center-Other-Log in-Checkout
466756,Annual,Coupon-Log in-Checkout-Log in-Checkout-Other-Coupon
466760,Annual,Coupon
466765,Annual,Pricing-Course certificate-Coupon-Homepage-Log in-Other-Coupon
466795,Annual,Coupon
466809,Annual,Homepage-Pricing-Checkout-Pricing-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Coupon
466821,Annual,Courses-Career tracks-Pricing-Career track certificate-Course certificate-Upcoming courses-Other-Career tracks-Coupon
466828,Annual,Homepage-Career track certificate-Career tracks-Courses-Pricing-Homepage-Courses-Resources center-Homepage-Pricing-Homepage-Courses-Homepage-Courses-Homepage-Other-Success stories-Other-Homepage-Courses-Instructors-Courses-Career track certificate-Other-Coupon-Homepage-Sign up-Career track certificate-Pricing-Career track certificate-Courses-Checkout-Coupon-Checkout-Homepage-Pricing-Courses-Homepage-Career tracks-Other-Career tracks-Courses-Homepage-Other-Career tracks-Courses-Homepage-Log in-Checkout
466879,Quarterly,Other-Sign up-Coupon-Homepage-Course certificate-Career track certificate-Course certificate-Career tracks-Sign up-Pricing-Checkout
466883,Annual,Coupon-Checkout
466887,Annual,Homepage-Blog-Other-Blog-Other-Coupon
466889,Annual,Career tracks-Sign up-Checkout
466893,Quarterly,Other-Courses-Homepage-Courses-Coupon-Log in-Sign up-Other-Log in-Coupon-Checkout
466904,Annual,Coupon
466907,Annual,Coupon
466911,Annual,Homepage-Courses-Homepage-Career tracks-Homepage-Career track certificate-Courses-Coupon-Homepage-Career track certificate-Pricing-Resources center-Career tracks-Upcoming courses-Career tracks-Courses-Coupon-Career tracks-Log in
466913,Monthly,Homepage-Career tracks-Homepage-Courses-Homepage-Career tracks-Sign up-Log in-Sign up-Homepage-Course certificate-Log in-Homepage-Log in-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Checkout
466928,Annual,Log in-Sign up-Checkout
466937,Annual,Coupon
466938,Annual,Homepage-Pricing-Career track certificate-Courses-Career tracks-Success stories-Career tracks-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Homepage-Pricing-Homepage-Sign up-Coupon-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
466939,Annual,Other-Homepage-Log in-Other-Homepage-Log in-Homepage-Pricing-Log in-Other-Homepage-Log in-Checkout-Pricing-Checkout-Coupon
466944,Monthly,Courses-Sign up-Career tracks-Sign up-Log in-Other-Log in-Checkout
466969,Annual,Homepage-Career tracks-Courses-Career tracks-Pricing-Checkout
466992,Annual,Coupon-Homepage-Courses-Other-Course certificate-Coupon
466997,Annual,Coupon
467007,Annual,Coupon
467017,Annual,Coupon
467044,Annual,Career tracks-Sign up-Career tracks-Sign up-Checkout
467061,Annual,Coupon
467064,Annual,Coupon
467093,Annual,Homepage-Career tracks-Sign up-Log in-Checkout
467107,Monthly,Homepage-Pricing-Career tracks-Sign up-Career tracks-Career track certificate-Courses-Career tracks-Resources center-Homepage-Upcoming courses-Career tracks-Courses-Career tracks-Sign up-Checkout
467133,Annual,Coupon
467148,Annual,Homepage-Courses-Homepage-Pricing-Sign up-Other-Pricing-Log in
467164,Annual,Courses-Sign up-Courses-Log in-Sign up-Log in-Checkout
467173,Annual,Homepage-Sign up-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Coupon-Log in-Checkout
467175,Annual,Coupon
467188,Annual,Homepage-Pricing-Sign up-Checkout-Homepage-Log in-Checkout
467205,Annual,Coupon
467210,Annual,Coupon-Homepage-Pricing-Checkout
467212,Annual,Homepage-Pricing-Checkout-Homepage-About us-Homepage-About us-Pricing-Sign up-Log in-Sign up-Checkout
467213,Annual,Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Courses-Homepage-Sign up-Coupon-Homepage-Sign up-Checkout
467238,Annual,Homepage-Sign up-Homepage-Career tracks-Pricing-Sign up-Log in-Checkout-Other-Sign up-Other-Coupon-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout-Pricing-Log in-Checkout-Log in-Homepage-Log in-Checkout
467244,Annual,Homepage-Career tracks-Courses-Resources center-Coupon
467246,Monthly,Sign up-Log in-Checkout
467261,Annual,Coupon
467287,Annual,Homepage-Courses-Sign up-Courses-Career track certificate-Sign up-Checkout
467366,Annual,Career track certificate-Courses-Career tracks-Other-Career tracks-Upcoming courses-Career track certificate-Coupon
467374,Monthly,Homepage-Pricing-Homepage-Pricing-Checkout-Homepage-Career track certificate-Career tracks-Pricing-Checkout
467382,Annual,Coupon
467385,Annual,Coupon
467397,Annual,Sign up-Checkout
467402,Annual,Homepage-Courses-Homepage-Career tracks-Sign up-Coupon
467405,Monthly,Homepage-Course certificate-Sign up-Homepage-Log in-Homepage-Log in-Checkout
467411,Monthly,Courses-Sign up-Courses-Sign up-Courses-Sign up-Checkout-Other-Checkout
467418,Annual,Sign up-Checkout
467422,Annual,Log in-Sign up-Checkout
467423,Annual,Log in-Sign up-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
467437,Monthly,Homepage-Career track certificate-Pricing-Sign up-Homepage-Sign up-Log in-Checkout
467442,Monthly,Other-Homepage-Log in-Checkout
467448,Annual,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Coupon
467457,Annual,Homepage-Pricing-Courses-Homepage-Pricing-Checkout-Pricing-Course certificate-Courses-Upcoming courses-Courses-Sign up-Log in-Checkout-Homepage-Sign up-Checkout-Homepage-Sign up-Log in-Checkout
467460,Annual,Other-Career track certificate-Upcoming courses-Pricing-Checkout-Courses-Sign up-Courses-Sign up-Log in-Checkout-Coupon-Checkout-Log in-Coupon
467473,Annual,Log in-Sign up-Checkout-Coupon-Checkout-Sign up-Coupon-Checkout-Log in-Other-Sign up-Log in-Checkout
467479,Monthly,Homepage-Courses-Sign up-Checkout
467499,Annual,Log in-Sign up-Log in-Courses-Sign up
467521,Annual,Homepage-Sign up-Homepage-Pricing-Homepage-Courses-Checkout-Homepage-Log in-Checkout
467526,Annual,Homepage-Pricing-Resources center-Course certificate-Courses-Upcoming courses-Coupon
467548,Annual,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
467576,Annual,Coupon-Homepage-Career track certificate-Courses-Coupon
467593,Annual,Sign up-Checkout
467603,Annual,Courses-Sign up-Checkout
467641,Annual,Other-Course certificate-Career track certificate-Resources center-Sign up-Other-Resources center-Homepage-Log in-Checkout
467646,Annual,Coupon
467667,Annual,Coupon
467671,Annual,Coupon
467675,Annual,Career track certificate-Career tracks-Courses-Career tracks-Sign up-Coupon-Career tracks-Sign up-Log in-Checkout
467689,Annual,Career tracks-Course certificate-Career tracks-Courses-Pricing-Career track certificate-Career tracks-Homepage-Courses-Pricing-Courses-Career tracks-Homepage-Pricing-Checkout-Pricing-Checkout
467691,Annual,Coupon
467695,Annual,Homepage-Pricing-Homepage-Sign up-Checkout
467723,Annual,Log in-Sign up-Log in-Sign up-Checkout
467742,Annual,Homepage-Career tracks-Homepage-Career track certificate-Course certificate-Coupon-Homepage-Career tracks-Homepage-Career tracks-Sign up-Coupon
467756,Annual,Coupon
467758,Annual,Coupon-Log in-Other-Log in-Checkout
467779,Annual,Coupon-Homepage-Log in-Sign up-Log in-Homepage-Log in-Sign up-Checkout
467787,Monthly,Homepage-Resources center-Courses-Sign up-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Log in-Checkout
467795,Annual,Homepage-Pricing-Courses-Coupon
467797,Monthly,Coupon-Homepage-Courses-Sign up-Log in-Homepage-Courses-Pricing-Upcoming courses-Resources center-Course certificate-Courses-Sign up-Log in-Checkout
467800,Annual,Courses-Sign up-Courses-Sign up-Courses-Sign up-Checkout
467805,Annual,Homepage-Courses-Blog-Other-Career tracks-Resources center-Homepage-Pricing-Homepage-Pricing-Resources center-Courses-Homepage-Pricing-Coupon
467816,Annual,Coupon
467823,Quarterly,Courses-Sign up-Checkout
467854,Annual,Log in-Sign up-Log in-Checkout
467856,Annual,Homepage-Pricing-Checkout-Pricing-Sign up-Log in-Checkout
467872,Quarterly,Homepage-Career track certificate-Sign up-Log in-Checkout
467890,Annual,Coupon
467894,Annual,Homepage-Log in-Checkout
467899,Annual,Homepage-Log in-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Checkout-Sign up-Pricing-Sign up-Pricing-Checkout-Log in-Checkout
467901,Annual,Coupon-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks
467903,Annual,Other-Log in-Checkout
467904,Annual,Homepage-Pricing-Courses-Pricing-Courses-Sign up-Courses-Homepage-Career track certificate-Pricing-Courses-Homepage-Course certificate-Pricing-Career track certificate-Career tracks-Courses-Pricing-Resources center-Career track certificate-Upcoming courses-Career track certificate-Career tracks-Resources center-Other-Success stories-Upcoming courses-Career tracks-Homepage-Career track certificate-About us-Career track certificate-Pricing-Career track certificate-Pricing-Homepage-Career tracks-Resources center-Courses-Sign up-Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Checkout
467925,Annual,Coupon
467938,Monthly,Homepage-Sign up-Coupon-Checkout
467955,Annual,Coupon
467961,Annual,Other-Career track certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Sign up-Checkout-Other-Homepage-Course certificate-Sign up-Checkout
468030,Annual,Homepage-Log in-Homepage-Course certificate-Upcoming courses-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Log in-Homepage-Log in-Homepage-Log in-Checkout
468083,Annual,Pricing-Course certificate-Upcoming courses-Coupon
468096,Annual,Coupon
468114,Annual,Courses-Sign up-Resources center-Sign up-Homepage-Pricing-Sign up-Homepage-Sign up-Coupon-Homepage-Log in
468126,Annual,Homepage-Career tracks-Pricing-Courses-Career tracks-Courses-Upcoming courses-Courses-Upcoming courses-About us-Instructors-Career track certificate-Resources center-Other-Resources center-Other-Sign up-Checkout
468130,Annual,Other-Log in-Other-Log in-Other-Coupon
468139,Monthly,Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Other-Career track certificate-Homepage-Log in-Homepage-Career track certificate-Sign up-Checkout
468159,Annual,Courses-Course certificate-Pricing-Checkout-Pricing-Checkout-Pricing-Upcoming courses-Career tracks-Courses-Resources center-Courses-Pricing-Course certificate-Upcoming courses-Other-Courses-Coupon-Homepage-Courses-Sign up-Checkout-Log in-Checkout
468179,Monthly,Other-Checkout
468198,Annual,Homepage-Career tracks-Sign up-Checkout-Log in-Career tracks-Sign up-Career tracks-Log in-Checkout
468201,Annual,Homepage-Courses-Career track certificate-Coupon-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Homepage-Courses-Log in-Coupon
468214,Annual,Homepage-Pricing-Checkout-Pricing-Checkout-Coupon
468216,Annual,Homepage-Pricing-Courses-Coupon
468224,Annual,Homepage-Career tracks-Sign up-Career tracks-Sign up-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Homepage-Pricing-Coupon
468228,Annual,Homepage-Courses-Career tracks-Upcoming courses-Resources center-Pricing-Homepage-Pricing-Checkout
468240,Annual,Homepage-Career track certificate-Career tracks-Homepage-Sign up-Checkout
468243,Annual,Homepage-Course certificate-Resources center-Courses-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout
468247,Annual,Coupon
468261,Annual,Coupon
468264,Annual,Coupon
468278,Annual,Other-Coupon-Log in-Other
468298,Annual,Coupon
468319,Annual,Coupon
468346,Annual,Other-Career track certificate-Courses-Career tracks-Upcoming courses-Courses-Coupon
468397,Annual,Homepage-Career track certificate-Homepage-Career track certificate-Career tracks-Sign up-Checkout-Coupon-Log in-Checkout-Log in-Checkout-Homepage-Log in-Homepage-Sign up-Pricing-Courses-Homepage-Pricing-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Pricing-Homepage-Pricing-Sign up-Other-Career tracks-Sign up-Log in-Homepage-Pricing-Sign up-Pricing-Checkout-Homepage-Sign up-Homepage-Sign up-Homepage-Pricing-Homepage-Career tracks-Sign up-Checkout-Homepage-Career track certificate-Sign up-Coupon-Homepage-Career tracks-Courses-Sign up-Log in-Other-Coupon-Other-Coupon
468402,Annual,Coupon
468407,Annual,Coupon
468413,Monthly,Courses-Sign up-Checkout
468417,Annual,Homepage-Career tracks-Resources center-Homepage-Pricing-Sign up-Homepage-Pricing-Checkout-Pricing-Courses-Sign up-Log in-Checkout-Homepage-Sign up-Log in-Coupon
468426,Annual,Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Sign up-Checkout
468450,Monthly,Other-Career track certificate-Career tracks-Sign up-Log in
468460,Annual,Homepage-Pricing-Checkout
468485,Annual,Homepage-Career tracks-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Courses-Log in-Other-Coupon-Homepage-Log in-Homepage-Log in-Sign up-Log in-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Log in-Checkout-Log in-Homepage-Sign up-Log in-Checkout
468537,Annual,Coupon
468539,Annual,Coupon-Checkout
468547,Annual,Pricing-Checkout-Pricing-Sign up-Checkout
468549,Annual,Courses-Sign up-Log in-Sign up-Checkout
468570,Monthly,Homepage-Course certificate-Courses-Pricing-Sign up-Courses-Pricing-Courses-Sign up-Log in-Homepage-Log in-Checkout
468582,Annual,Homepage-Pricing-Checkout
468603,Annual,Coupon
468605,Annual,Homepage-Courses-Career tracks-Upcoming courses-Career track certificate-Pricing-Courses-Career track certificate-Career tracks-Courses-Career tracks-Homepage-Course certificate-Sign up-Course certificate-Career track certificate-Career tracks-Homepage-Sign up-Log in-Career tracks-Log in-Checkout
468634,Annual,Coupon
468670,Annual,Coupon
468682,Monthly,Other-Pricing-Courses-Pricing-Sign up-Log in-Sign up-Checkout
468685,Annual,Homepage-Courses-Sign up-Coupon
468702,Annual,Homepage-Career tracks-Sign up-Checkout
468709,Annual,Coupon
468710,Annual,Coupon
468715,Annual,Homepage-Pricing-Resources center-Career tracks-Courses-Homepage-Upcoming courses-Pricing-Homepage-Pricing-Checkout-Homepage-Courses-Homepage-Career tracks-Upcoming courses-Career tracks-Courses-Homepage-Courses-Career tracks-Upcoming courses-Career tracks-Coupon
468750,Annual,Homepage-Career track certificate-Homepage-Career track certificate-Course certificate-Courses-Coupon
468754,Annual,Homepage-Career tracks-Sign up-Coupon
468768,Annual,Coupon
468772,Monthly,Homepage-Career tracks-Sign up-Checkout-Homepage-Log in-Checkout-Log in-Checkout-Log in-Sign up-Log in-Checkout
468777,Monthly,Other-Log in-Checkout-Pricing-Sign up-Checkout
468833,Quarterly,Pricing-Sign up-Checkout
468839,Monthly,Log in-Checkout
468844,Annual,Homepage-Career track certificate-Course certificate-Career track certificate-Course certificate-Career track certificate-Career tracks-Homepage-Pricing-Homepage-Pricing-Career tracks-Homepage-Career tracks-Sign up-Checkout
468847,Annual,Homepage-Pricing-Career track certificate-Homepage-Pricing-Courses-Pricing-Upcoming courses-Career track certificate-Pricing-Homepage-Courses-Log in-Homepage-Pricing-Homepage-Career track certificate-Courses-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Log in-Checkout
468859,Annual,Coupon
468869,Annual,Homepage-Pricing-Homepage-Pricing-Courses-Career tracks-Homepage-Sign up-Checkout-Coupon
468897,Annual,Other-Sign up-Checkout
468906,Annual,Homepage-Career tracks-Courses-Sign up-Homepage-Checkout
468907,Annual,Other-Sign up-Checkout-Log in-Homepage-Career tracks-Log in-Career tracks-Sign up-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Checkout-Homepage-Sign up-Homepage-Log in-Other-Log in-Homepage-Sign up-Log in-Checkout
468910,Annual,Other-Courses-Career track certificate-Coupon
468914,Annual,Homepage-Courses-Success stories-Upcoming courses-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Sign up-Checkout-Homepage-Instructors-Homepage-Instructors-Homepage-Career tracks-Coupon-Checkout
468915,Annual,Coupon
468917,Annual,Coupon
468920,Annual,Homepage-Courses-Sign up-Resources center-Pricing-Checkout-Resources center-Pricing-Checkout-Log in-Checkout
468927,Monthly,Other-Career tracks-Homepage-Career track certificate-Career tracks-Upcoming courses-Career tracks-Homepage-Career track certificate-Sign up-Resources center-Other-Resources center-Other-Resources center-Other-Blog-Other-Blog-Other-Blog-Other-Blog-Other-Blog-Checkout
468961,Annual,Courses-Sign up-Checkout
468970,Annual,Coupon
468973,Annual,Coupon
468978,Annual,Coupon
469008,Annual,Coupon
469021,Annual,Coupon
469024,Annual,Coupon
469060,Annual,Other-Homepage-Career track certificate-Career tracks-Pricing-Upcoming courses-Other-Courses-Sign up-Checkout
469068,Annual,Homepage-Pricing-Coupon-Checkout
469073,Annual,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Coupon-Career tracks-Pricing-Career tracks-Sign up-Career tracks-Courses-Career track certificate-Coupon
469094,Annual,Homepage-Pricing-Resources center-Other-Sign up-Homepage-Blog-Homepage-Success stories-Blog-Other-Resources center-Career track certificate-Course certificate-Homepage-Courses-Career track certificate-Sign up-Career track certificate-Courses-Career track certificate-Career tracks-Courses-Homepage-Career tracks-Career track certificate-Other-Course certificate-Coupon-Homepage-Pricing-Checkout
469102,Annual,Coupon
469106,Annual,Homepage-Courses-Sign up-Courses-Career track certificate-Resources center-Other-Coupon
469121,Annual,Homepage-Pricing-Homepage-Other-Pricing-Other-Coupon
469129,Annual,Other-Career track certificate-Coupon
469132,Annual,Coupon
